LoanDetailsID,Year,Term,ApplicationType,LoanCondition
533,2011, 60 months,INDIVIDUAL,Bad Loan
534,2011, 36 months,INDIVIDUAL,Good Loan
535,2011, 36 months,INDIVIDUAL,Bad Loan
536,2011, 36 months,INDIVIDUAL,Good Loan
537,2011, 60 months,INDIVIDUAL,Good Loan
538,2011, 36 months,INDIVIDUAL,Bad Loan
539,2011, 36 months,INDIVIDUAL,Good Loan
540,2011, 60 months,INDIVIDUAL,Bad Loan
541,2011, 60 months,INDIVIDUAL,Good Loan
542,2011, 36 months,INDIVIDUAL,Bad Loan
543,2011, 60 months,INDIVIDUAL,Good Loan
544,2011, 36 months,INDIVIDUAL,Good Loan
545,2011, 36 months,INDIVIDUAL,Good Loan
546,2011, 60 months,INDIVIDUAL,Good Loan
547,2011, 60 months,INDIVIDUAL,Bad Loan
548,2011, 36 months,INDIVIDUAL,Bad Loan
549,2011, 36 months,INDIVIDUAL,Good Loan
550,2011, 36 months,INDIVIDUAL,Good Loan
551,2011, 60 months,INDIVIDUAL,Good Loan
552,2011, 36 months,INDIVIDUAL,Good Loan
553,2011, 36 months,INDIVIDUAL,Good Loan
554,2011, 36 months,INDIVIDUAL,Good Loan
555,2011, 36 months,INDIVIDUAL,Good Loan
556,2011, 36 months,INDIVIDUAL,Good Loan
557,2011, 36 months,INDIVIDUAL,Good Loan
558,2011, 36 months,INDIVIDUAL,Good Loan
559,2011, 36 months,INDIVIDUAL,Good Loan
560,2011, 36 months,INDIVIDUAL,Bad Loan
561,2011, 36 months,INDIVIDUAL,Bad Loan
562,2011, 36 months,INDIVIDUAL,Good Loan
563,2011, 36 months,INDIVIDUAL,Good Loan
564,2011, 36 months,INDIVIDUAL,Bad Loan
565,2011, 36 months,INDIVIDUAL,Good Loan
566,2011, 36 months,INDIVIDUAL,Good Loan
567,2011, 60 months,INDIVIDUAL,Good Loan
568,2011, 36 months,INDIVIDUAL,Good Loan
569,2011, 60 months,INDIVIDUAL,Good Loan
570,2011, 36 months,INDIVIDUAL,Bad Loan
571,2011, 60 months,INDIVIDUAL,Bad Loan
572,2011, 36 months,INDIVIDUAL,Good Loan
573,2011, 36 months,INDIVIDUAL,Good Loan
574,2011, 36 months,INDIVIDUAL,Good Loan
575,2011, 60 months,INDIVIDUAL,Bad Loan
576,2011, 36 months,INDIVIDUAL,Good Loan
577,2011, 36 months,INDIVIDUAL,Good Loan
578,2011, 36 months,INDIVIDUAL,Good Loan
579,2011, 36 months,INDIVIDUAL,Good Loan
580,2011, 60 months,INDIVIDUAL,Good Loan
581,2011, 36 months,INDIVIDUAL,Bad Loan
582,2011, 36 months,INDIVIDUAL,Bad Loan
583,2011, 36 months,INDIVIDUAL,Good Loan
584,2011, 36 months,INDIVIDUAL,Bad Loan
585,2011, 36 months,INDIVIDUAL,Good Loan
586,2011, 36 months,INDIVIDUAL,Good Loan
587,2011, 36 months,INDIVIDUAL,Good Loan
588,2011, 36 months,INDIVIDUAL,Good Loan
589,2011, 36 months,INDIVIDUAL,Bad Loan
590,2011, 36 months,INDIVIDUAL,Bad Loan
591,2011, 36 months,INDIVIDUAL,Good Loan
592,2011, 60 months,INDIVIDUAL,Good Loan
593,2011, 36 months,INDIVIDUAL,Good Loan
594,2011, 36 months,INDIVIDUAL,Good Loan
595,2011, 60 months,INDIVIDUAL,Bad Loan
596,2011, 36 months,INDIVIDUAL,Good Loan
597,2011, 36 months,INDIVIDUAL,Good Loan
598,2011, 36 months,INDIVIDUAL,Bad Loan
599,2011, 60 months,INDIVIDUAL,Good Loan
600,2011, 36 months,INDIVIDUAL,Bad Loan
601,2011, 36 months,INDIVIDUAL,Good Loan
602,2011, 36 months,INDIVIDUAL,Bad Loan
603,2011, 60 months,INDIVIDUAL,Bad Loan
604,2011, 36 months,INDIVIDUAL,Good Loan
605,2011, 36 months,INDIVIDUAL,Good Loan
606,2011, 36 months,INDIVIDUAL,Good Loan
607,2011, 60 months,INDIVIDUAL,Good Loan
608,2011, 60 months,INDIVIDUAL,Bad Loan
609,2011, 60 months,INDIVIDUAL,Good Loan
610,2011, 36 months,INDIVIDUAL,Good Loan
611,2011, 36 months,INDIVIDUAL,Good Loan
612,2011, 36 months,INDIVIDUAL,Good Loan
613,2011, 36 months,INDIVIDUAL,Good Loan
614,2011, 60 months,INDIVIDUAL,Good Loan
615,2011, 36 months,INDIVIDUAL,Good Loan
616,2011, 60 months,INDIVIDUAL,Good Loan
617,2011, 36 months,INDIVIDUAL,Bad Loan
618,2011, 36 months,INDIVIDUAL,Good Loan
619,2011, 60 months,INDIVIDUAL,Bad Loan
620,2011, 36 months,INDIVIDUAL,Good Loan
621,2011, 36 months,INDIVIDUAL,Bad Loan
622,2011, 60 months,INDIVIDUAL,Good Loan
623,2011, 36 months,INDIVIDUAL,Good Loan
624,2011, 36 months,INDIVIDUAL,Bad Loan
625,2011, 60 months,INDIVIDUAL,Good Loan
626,2011, 60 months,INDIVIDUAL,Bad Loan
627,2011, 36 months,INDIVIDUAL,Good Loan
628,2011, 36 months,INDIVIDUAL,Good Loan
629,2011, 60 months,INDIVIDUAL,Good Loan
630,2011, 36 months,INDIVIDUAL,Good Loan
631,2011, 60 months,INDIVIDUAL,Good Loan
632,2011, 60 months,INDIVIDUAL,Good Loan
633,2011, 60 months,INDIVIDUAL,Bad Loan
634,2011, 36 months,INDIVIDUAL,Good Loan
635,2011, 36 months,INDIVIDUAL,Good Loan
636,2011, 36 months,INDIVIDUAL,Good Loan
637,2011, 60 months,INDIVIDUAL,Good Loan
638,2011, 60 months,INDIVIDUAL,Bad Loan
639,2011, 36 months,INDIVIDUAL,Good Loan
640,2011, 36 months,INDIVIDUAL,Good Loan
641,2011, 36 months,INDIVIDUAL,Good Loan
642,2011, 36 months,INDIVIDUAL,Good Loan
643,2011, 60 months,INDIVIDUAL,Good Loan
644,2011, 36 months,INDIVIDUAL,Bad Loan
645,2011, 36 months,INDIVIDUAL,Good Loan
646,2011, 36 months,INDIVIDUAL,Good Loan
647,2011, 60 months,INDIVIDUAL,Good Loan
648,2011, 36 months,INDIVIDUAL,Good Loan
649,2011, 36 months,INDIVIDUAL,Good Loan
650,2011, 36 months,INDIVIDUAL,Good Loan
651,2011, 36 months,INDIVIDUAL,Bad Loan
652,2011, 36 months,INDIVIDUAL,Good Loan
653,2011, 60 months,INDIVIDUAL,Good Loan
654,2011, 36 months,INDIVIDUAL,Good Loan
655,2011, 60 months,INDIVIDUAL,Good Loan
656,2011, 60 months,INDIVIDUAL,Good Loan
657,2011, 60 months,INDIVIDUAL,Good Loan
658,2011, 36 months,INDIVIDUAL,Bad Loan
659,2011, 60 months,INDIVIDUAL,Good Loan
660,2011, 36 months,INDIVIDUAL,Good Loan
661,2011, 36 months,INDIVIDUAL,Good Loan
662,2011, 36 months,INDIVIDUAL,Good Loan
663,2011, 36 months,INDIVIDUAL,Good Loan
664,2011, 36 months,INDIVIDUAL,Good Loan
665,2011, 36 months,INDIVIDUAL,Good Loan
666,2011, 36 months,INDIVIDUAL,Good Loan
667,2011, 36 months,INDIVIDUAL,Good Loan
668,2011, 60 months,INDIVIDUAL,Good Loan
669,2011, 36 months,INDIVIDUAL,Good Loan
670,2011, 36 months,INDIVIDUAL,Good Loan
671,2011, 36 months,INDIVIDUAL,Good Loan
672,2011, 60 months,INDIVIDUAL,Good Loan
673,2011, 60 months,INDIVIDUAL,Good Loan
674,2011, 60 months,INDIVIDUAL,Good Loan
675,2011, 36 months,INDIVIDUAL,Good Loan
676,2011, 36 months,INDIVIDUAL,Good Loan
677,2011, 36 months,INDIVIDUAL,Good Loan
678,2011, 36 months,INDIVIDUAL,Good Loan
679,2011, 36 months,INDIVIDUAL,Good Loan
680,2011, 60 months,INDIVIDUAL,Good Loan
681,2011, 36 months,INDIVIDUAL,Good Loan
682,2011, 36 months,INDIVIDUAL,Good Loan
683,2011, 36 months,INDIVIDUAL,Good Loan
684,2011, 60 months,INDIVIDUAL,Good Loan
685,2011, 36 months,INDIVIDUAL,Good Loan
686,2011, 36 months,INDIVIDUAL,Good Loan
687,2011, 36 months,INDIVIDUAL,Good Loan
688,2011, 36 months,INDIVIDUAL,Good Loan
689,2011, 60 months,INDIVIDUAL,Good Loan
690,2011, 36 months,INDIVIDUAL,Good Loan
691,2011, 60 months,INDIVIDUAL,Bad Loan
692,2011, 36 months,INDIVIDUAL,Good Loan
693,2011, 36 months,INDIVIDUAL,Good Loan
694,2011, 36 months,INDIVIDUAL,Good Loan
695,2011, 36 months,INDIVIDUAL,Bad Loan
696,2011, 36 months,INDIVIDUAL,Bad Loan
697,2011, 36 months,INDIVIDUAL,Good Loan
698,2011, 60 months,INDIVIDUAL,Good Loan
699,2011, 36 months,INDIVIDUAL,Good Loan
700,2011, 36 months,INDIVIDUAL,Good Loan
701,2011, 36 months,INDIVIDUAL,Bad Loan
702,2011, 36 months,INDIVIDUAL,Good Loan
703,2011, 36 months,INDIVIDUAL,Bad Loan
704,2011, 36 months,INDIVIDUAL,Good Loan
705,2011, 60 months,INDIVIDUAL,Good Loan
706,2011, 60 months,INDIVIDUAL,Good Loan
707,2011, 60 months,INDIVIDUAL,Good Loan
708,2011, 36 months,INDIVIDUAL,Good Loan
709,2011, 60 months,INDIVIDUAL,Good Loan
710,2011, 36 months,INDIVIDUAL,Good Loan
711,2011, 36 months,INDIVIDUAL,Good Loan
712,2011, 36 months,INDIVIDUAL,Good Loan
713,2011, 36 months,INDIVIDUAL,Good Loan
714,2011, 60 months,INDIVIDUAL,Good Loan
715,2011, 60 months,INDIVIDUAL,Good Loan
716,2011, 60 months,INDIVIDUAL,Good Loan
717,2011, 36 months,INDIVIDUAL,Good Loan
718,2011, 36 months,INDIVIDUAL,Good Loan
719,2011, 60 months,INDIVIDUAL,Good Loan
720,2011, 36 months,INDIVIDUAL,Good Loan
721,2011, 36 months,INDIVIDUAL,Good Loan
722,2011, 36 months,INDIVIDUAL,Good Loan
723,2011, 36 months,INDIVIDUAL,Good Loan
724,2011, 36 months,INDIVIDUAL,Good Loan
725,2011, 36 months,INDIVIDUAL,Good Loan
726,2011, 36 months,INDIVIDUAL,Good Loan
727,2011, 36 months,INDIVIDUAL,Good Loan
728,2011, 36 months,INDIVIDUAL,Good Loan
729,2011, 36 months,INDIVIDUAL,Bad Loan
730,2011, 36 months,INDIVIDUAL,Good Loan
731,2011, 36 months,INDIVIDUAL,Good Loan
732,2011, 36 months,INDIVIDUAL,Bad Loan
733,2011, 36 months,INDIVIDUAL,Good Loan
734,2011, 36 months,INDIVIDUAL,Bad Loan
735,2011, 36 months,INDIVIDUAL,Good Loan
736,2011, 60 months,INDIVIDUAL,Good Loan
737,2011, 36 months,INDIVIDUAL,Good Loan
738,2011, 60 months,INDIVIDUAL,Good Loan
739,2011, 36 months,INDIVIDUAL,Good Loan
740,2011, 36 months,INDIVIDUAL,Bad Loan
741,2011, 36 months,INDIVIDUAL,Good Loan
742,2011, 36 months,INDIVIDUAL,Good Loan
743,2011, 60 months,INDIVIDUAL,Good Loan
744,2011, 36 months,INDIVIDUAL,Good Loan
745,2011, 36 months,INDIVIDUAL,Good Loan
746,2011, 36 months,INDIVIDUAL,Good Loan
747,2011, 36 months,INDIVIDUAL,Good Loan
748,2011, 36 months,INDIVIDUAL,Good Loan
749,2011, 36 months,INDIVIDUAL,Good Loan
750,2011, 60 months,INDIVIDUAL,Bad Loan
751,2011, 36 months,INDIVIDUAL,Good Loan
752,2011, 36 months,INDIVIDUAL,Good Loan
753,2011, 36 months,INDIVIDUAL,Bad Loan
754,2011, 60 months,INDIVIDUAL,Good Loan
755,2011, 60 months,INDIVIDUAL,Good Loan
756,2011, 60 months,INDIVIDUAL,Good Loan
757,2011, 36 months,INDIVIDUAL,Bad Loan
758,2011, 60 months,INDIVIDUAL,Good Loan
759,2011, 36 months,INDIVIDUAL,Good Loan
760,2011, 36 months,INDIVIDUAL,Good Loan
761,2011, 60 months,INDIVIDUAL,Good Loan
762,2011, 36 months,INDIVIDUAL,Good Loan
763,2011, 60 months,INDIVIDUAL,Good Loan
764,2011, 36 months,INDIVIDUAL,Good Loan
765,2011, 36 months,INDIVIDUAL,Good Loan
766,2011, 36 months,INDIVIDUAL,Good Loan
767,2011, 60 months,INDIVIDUAL,Good Loan
768,2011, 60 months,INDIVIDUAL,Bad Loan
769,2011, 60 months,INDIVIDUAL,Good Loan
770,2011, 36 months,INDIVIDUAL,Good Loan
771,2011, 36 months,INDIVIDUAL,Good Loan
772,2011, 36 months,INDIVIDUAL,Good Loan
773,2011, 36 months,INDIVIDUAL,Good Loan
774,2011, 60 months,INDIVIDUAL,Bad Loan
775,2011, 36 months,INDIVIDUAL,Good Loan
776,2011, 36 months,INDIVIDUAL,Good Loan
777,2011, 36 months,INDIVIDUAL,Good Loan
778,2011, 36 months,INDIVIDUAL,Good Loan
779,2011, 36 months,INDIVIDUAL,Good Loan
780,2011, 36 months,INDIVIDUAL,Good Loan
781,2011, 36 months,INDIVIDUAL,Good Loan
782,2011, 36 months,INDIVIDUAL,Bad Loan
783,2011, 36 months,INDIVIDUAL,Good Loan
784,2011, 60 months,INDIVIDUAL,Good Loan
785,2011, 36 months,INDIVIDUAL,Bad Loan
786,2011, 36 months,INDIVIDUAL,Bad Loan
787,2011, 60 months,INDIVIDUAL,Good Loan
788,2011, 36 months,INDIVIDUAL,Good Loan
789,2011, 36 months,INDIVIDUAL,Good Loan
790,2011, 36 months,INDIVIDUAL,Good Loan
791,2011, 60 months,INDIVIDUAL,Good Loan
792,2011, 36 months,INDIVIDUAL,Good Loan
793,2011, 36 months,INDIVIDUAL,Good Loan
794,2011, 36 months,INDIVIDUAL,Good Loan
795,2011, 36 months,INDIVIDUAL,Good Loan
796,2011, 60 months,INDIVIDUAL,Good Loan
797,2011, 36 months,INDIVIDUAL,Good Loan
798,2011, 36 months,INDIVIDUAL,Good Loan
799,2011, 36 months,INDIVIDUAL,Bad Loan
800,2011, 60 months,INDIVIDUAL,Bad Loan
801,2011, 60 months,INDIVIDUAL,Good Loan
802,2011, 36 months,INDIVIDUAL,Good Loan
803,2011, 36 months,INDIVIDUAL,Bad Loan
804,2011, 36 months,INDIVIDUAL,Good Loan
805,2011, 60 months,INDIVIDUAL,Good Loan
806,2011, 36 months,INDIVIDUAL,Good Loan
807,2011, 60 months,INDIVIDUAL,Good Loan
808,2011, 36 months,INDIVIDUAL,Good Loan
809,2011, 36 months,INDIVIDUAL,Good Loan
810,2011, 60 months,INDIVIDUAL,Bad Loan
811,2011, 60 months,INDIVIDUAL,Good Loan
812,2011, 60 months,INDIVIDUAL,Good Loan
813,2011, 36 months,INDIVIDUAL,Good Loan
814,2011, 36 months,INDIVIDUAL,Good Loan
815,2011, 36 months,INDIVIDUAL,Good Loan
816,2011, 60 months,INDIVIDUAL,Good Loan
817,2011, 36 months,INDIVIDUAL,Good Loan
818,2011, 60 months,INDIVIDUAL,Good Loan
819,2011, 36 months,INDIVIDUAL,Good Loan
820,2011, 36 months,INDIVIDUAL,Bad Loan
821,2011, 36 months,INDIVIDUAL,Good Loan
822,2011, 60 months,INDIVIDUAL,Bad Loan
823,2011, 36 months,INDIVIDUAL,Good Loan
824,2011, 36 months,INDIVIDUAL,Good Loan
825,2011, 36 months,INDIVIDUAL,Good Loan
826,2011, 36 months,INDIVIDUAL,Good Loan
827,2011, 60 months,INDIVIDUAL,Good Loan
828,2011, 60 months,INDIVIDUAL,Good Loan
829,2011, 60 months,INDIVIDUAL,Good Loan
830,2011, 36 months,INDIVIDUAL,Good Loan
831,2011, 60 months,INDIVIDUAL,Bad Loan
832,2011, 36 months,INDIVIDUAL,Good Loan
833,2011, 36 months,INDIVIDUAL,Good Loan
834,2011, 36 months,INDIVIDUAL,Good Loan
835,2011, 60 months,INDIVIDUAL,Bad Loan
836,2011, 60 months,INDIVIDUAL,Good Loan
837,2011, 36 months,INDIVIDUAL,Good Loan
838,2011, 60 months,INDIVIDUAL,Good Loan
839,2011, 60 months,INDIVIDUAL,Bad Loan
840,2011, 60 months,INDIVIDUAL,Good Loan
841,2011, 60 months,INDIVIDUAL,Bad Loan
842,2011, 36 months,INDIVIDUAL,Good Loan
843,2011, 60 months,INDIVIDUAL,Good Loan
844,2011, 36 months,INDIVIDUAL,Good Loan
845,2011, 36 months,INDIVIDUAL,Good Loan
846,2011, 60 months,INDIVIDUAL,Bad Loan
847,2011, 36 months,INDIVIDUAL,Good Loan
848,2011, 36 months,INDIVIDUAL,Bad Loan
849,2011, 60 months,INDIVIDUAL,Good Loan
850,2011, 36 months,INDIVIDUAL,Good Loan
851,2011, 36 months,INDIVIDUAL,Good Loan
852,2011, 36 months,INDIVIDUAL,Good Loan
853,2011, 36 months,INDIVIDUAL,Good Loan
854,2011, 60 months,INDIVIDUAL,Good Loan
855,2011, 36 months,INDIVIDUAL,Good Loan
856,2011, 36 months,INDIVIDUAL,Good Loan
857,2011, 36 months,INDIVIDUAL,Good Loan
858,2011, 36 months,INDIVIDUAL,Good Loan
859,2011, 60 months,INDIVIDUAL,Good Loan
860,2011, 36 months,INDIVIDUAL,Good Loan
861,2011, 36 months,INDIVIDUAL,Good Loan
862,2011, 60 months,INDIVIDUAL,Good Loan
863,2011, 60 months,INDIVIDUAL,Good Loan
864,2011, 60 months,INDIVIDUAL,Good Loan
865,2011, 36 months,INDIVIDUAL,Good Loan
866,2011, 36 months,INDIVIDUAL,Good Loan
867,2011, 36 months,INDIVIDUAL,Good Loan
868,2011, 36 months,INDIVIDUAL,Good Loan
869,2011, 60 months,INDIVIDUAL,Good Loan
870,2011, 36 months,INDIVIDUAL,Good Loan
871,2011, 36 months,INDIVIDUAL,Good Loan
872,2011, 36 months,INDIVIDUAL,Good Loan
873,2011, 36 months,INDIVIDUAL,Good Loan
874,2011, 36 months,INDIVIDUAL,Good Loan
875,2011, 36 months,INDIVIDUAL,Good Loan
876,2011, 36 months,INDIVIDUAL,Good Loan
877,2011, 36 months,INDIVIDUAL,Bad Loan
878,2011, 36 months,INDIVIDUAL,Good Loan
879,2011, 60 months,INDIVIDUAL,Good Loan
880,2011, 36 months,INDIVIDUAL,Good Loan
881,2011, 36 months,INDIVIDUAL,Good Loan
882,2011, 36 months,INDIVIDUAL,Good Loan
883,2011, 60 months,INDIVIDUAL,Good Loan
884,2011, 36 months,INDIVIDUAL,Bad Loan
885,2011, 60 months,INDIVIDUAL,Good Loan
886,2011, 36 months,INDIVIDUAL,Good Loan
887,2011, 60 months,INDIVIDUAL,Good Loan
888,2011, 36 months,INDIVIDUAL,Good Loan
889,2011, 36 months,INDIVIDUAL,Good Loan
890,2011, 60 months,INDIVIDUAL,Bad Loan
891,2011, 36 months,INDIVIDUAL,Good Loan
892,2011, 36 months,INDIVIDUAL,Good Loan
893,2011, 36 months,INDIVIDUAL,Good Loan
894,2011, 60 months,INDIVIDUAL,Good Loan
895,2011, 36 months,INDIVIDUAL,Bad Loan
896,2011, 60 months,INDIVIDUAL,Good Loan
897,2011, 36 months,INDIVIDUAL,Good Loan
898,2011, 36 months,INDIVIDUAL,Good Loan
899,2011, 36 months,INDIVIDUAL,Good Loan
900,2011, 36 months,INDIVIDUAL,Good Loan
901,2011, 60 months,INDIVIDUAL,Good Loan
902,2011, 36 months,INDIVIDUAL,Good Loan
903,2011, 36 months,INDIVIDUAL,Good Loan
904,2011, 36 months,INDIVIDUAL,Good Loan
905,2011, 36 months,INDIVIDUAL,Good Loan
906,2011, 36 months,INDIVIDUAL,Good Loan
907,2011, 60 months,INDIVIDUAL,Good Loan
908,2011, 36 months,INDIVIDUAL,Good Loan
909,2011, 60 months,INDIVIDUAL,Good Loan
910,2011, 36 months,INDIVIDUAL,Good Loan
911,2011, 60 months,INDIVIDUAL,Good Loan
912,2011, 36 months,INDIVIDUAL,Bad Loan
913,2011, 36 months,INDIVIDUAL,Bad Loan
914,2011, 36 months,INDIVIDUAL,Bad Loan
915,2011, 36 months,INDIVIDUAL,Good Loan
916,2011, 36 months,INDIVIDUAL,Good Loan
917,2011, 36 months,INDIVIDUAL,Bad Loan
918,2011, 36 months,INDIVIDUAL,Good Loan
919,2011, 36 months,INDIVIDUAL,Bad Loan
920,2011, 36 months,INDIVIDUAL,Good Loan
921,2011, 36 months,INDIVIDUAL,Good Loan
922,2011, 60 months,INDIVIDUAL,Good Loan
923,2011, 36 months,INDIVIDUAL,Good Loan
924,2011, 36 months,INDIVIDUAL,Good Loan
925,2011, 36 months,INDIVIDUAL,Good Loan
926,2011, 36 months,INDIVIDUAL,Good Loan
927,2011, 36 months,INDIVIDUAL,Good Loan
928,2011, 36 months,INDIVIDUAL,Good Loan
929,2011, 60 months,INDIVIDUAL,Bad Loan
930,2011, 36 months,INDIVIDUAL,Good Loan
931,2011, 36 months,INDIVIDUAL,Good Loan
932,2011, 36 months,INDIVIDUAL,Good Loan
933,2011, 60 months,INDIVIDUAL,Bad Loan
934,2011, 60 months,INDIVIDUAL,Good Loan
935,2011, 60 months,INDIVIDUAL,Good Loan
936,2011, 36 months,INDIVIDUAL,Good Loan
937,2011, 36 months,INDIVIDUAL,Good Loan
938,2011, 60 months,INDIVIDUAL,Bad Loan
939,2011, 36 months,INDIVIDUAL,Good Loan
940,2011, 36 months,INDIVIDUAL,Bad Loan
941,2011, 36 months,INDIVIDUAL,Good Loan
942,2011, 60 months,INDIVIDUAL,Good Loan
943,2011, 36 months,INDIVIDUAL,Good Loan
944,2011, 60 months,INDIVIDUAL,Good Loan
945,2011, 36 months,INDIVIDUAL,Good Loan
946,2011, 60 months,INDIVIDUAL,Good Loan
947,2011, 36 months,INDIVIDUAL,Good Loan
948,2011, 36 months,INDIVIDUAL,Good Loan
949,2011, 60 months,INDIVIDUAL,Bad Loan
950,2011, 36 months,INDIVIDUAL,Good Loan
951,2011, 36 months,INDIVIDUAL,Good Loan
952,2011, 36 months,INDIVIDUAL,Good Loan
953,2011, 36 months,INDIVIDUAL,Bad Loan
954,2011, 36 months,INDIVIDUAL,Good Loan
955,2011, 60 months,INDIVIDUAL,Good Loan
956,2011, 36 months,INDIVIDUAL,Good Loan
957,2011, 60 months,INDIVIDUAL,Bad Loan
958,2011, 36 months,INDIVIDUAL,Good Loan
959,2011, 60 months,INDIVIDUAL,Good Loan
960,2011, 36 months,INDIVIDUAL,Good Loan
961,2011, 60 months,INDIVIDUAL,Good Loan
962,2011, 36 months,INDIVIDUAL,Good Loan
963,2011, 36 months,INDIVIDUAL,Good Loan
964,2011, 60 months,INDIVIDUAL,Bad Loan
965,2011, 36 months,INDIVIDUAL,Good Loan
966,2011, 36 months,INDIVIDUAL,Good Loan
967,2011, 60 months,INDIVIDUAL,Good Loan
968,2011, 36 months,INDIVIDUAL,Good Loan
969,2011, 36 months,INDIVIDUAL,Good Loan
970,2011, 36 months,INDIVIDUAL,Bad Loan
971,2011, 60 months,INDIVIDUAL,Good Loan
972,2011, 60 months,INDIVIDUAL,Good Loan
973,2011, 36 months,INDIVIDUAL,Good Loan
974,2011, 36 months,INDIVIDUAL,Bad Loan
975,2011, 36 months,INDIVIDUAL,Good Loan
976,2011, 36 months,INDIVIDUAL,Good Loan
977,2011, 36 months,INDIVIDUAL,Good Loan
978,2011, 36 months,INDIVIDUAL,Bad Loan
979,2011, 36 months,INDIVIDUAL,Good Loan
980,2011, 36 months,INDIVIDUAL,Good Loan
981,2011, 36 months,INDIVIDUAL,Good Loan
982,2011, 60 months,INDIVIDUAL,Bad Loan
983,2011, 36 months,INDIVIDUAL,Good Loan
984,2011, 36 months,INDIVIDUAL,Good Loan
985,2011, 36 months,INDIVIDUAL,Good Loan
986,2011, 36 months,INDIVIDUAL,Good Loan
987,2011, 60 months,INDIVIDUAL,Bad Loan
988,2011, 60 months,INDIVIDUAL,Good Loan
989,2011, 60 months,INDIVIDUAL,Good Loan
990,2011, 60 months,INDIVIDUAL,Good Loan
991,2011, 36 months,INDIVIDUAL,Good Loan
992,2011, 60 months,INDIVIDUAL,Good Loan
993,2011, 36 months,INDIVIDUAL,Good Loan
994,2011, 36 months,INDIVIDUAL,Good Loan
995,2011, 36 months,INDIVIDUAL,Good Loan
996,2011, 36 months,INDIVIDUAL,Good Loan
997,2011, 36 months,INDIVIDUAL,Good Loan
998,2011, 36 months,INDIVIDUAL,Good Loan
999,2011, 60 months,INDIVIDUAL,Good Loan
1000,2011, 60 months,INDIVIDUAL,Good Loan
1001,2011, 36 months,INDIVIDUAL,Good Loan
1002,2011, 36 months,INDIVIDUAL,Good Loan
1003,2011, 36 months,INDIVIDUAL,Good Loan
1004,2011, 36 months,INDIVIDUAL,Good Loan
1005,2011, 36 months,INDIVIDUAL,Good Loan
1006,2011, 36 months,INDIVIDUAL,Good Loan
1007,2011, 60 months,INDIVIDUAL,Good Loan
1008,2011, 36 months,INDIVIDUAL,Good Loan
1009,2011, 36 months,INDIVIDUAL,Bad Loan
1010,2011, 60 months,INDIVIDUAL,Good Loan
1011,2011, 36 months,INDIVIDUAL,Good Loan
1012,2011, 36 months,INDIVIDUAL,Good Loan
1013,2011, 36 months,INDIVIDUAL,Good Loan
1014,2011, 36 months,INDIVIDUAL,Good Loan
1015,2011, 36 months,INDIVIDUAL,Bad Loan
1016,2011, 60 months,INDIVIDUAL,Good Loan
1017,2011, 60 months,INDIVIDUAL,Good Loan
1018,2011, 36 months,INDIVIDUAL,Good Loan
1019,2011, 60 months,INDIVIDUAL,Good Loan
1020,2011, 36 months,INDIVIDUAL,Good Loan
1021,2011, 36 months,INDIVIDUAL,Good Loan
1022,2011, 36 months,INDIVIDUAL,Good Loan
1023,2011, 36 months,INDIVIDUAL,Good Loan
1024,2011, 36 months,INDIVIDUAL,Good Loan
1025,2011, 60 months,INDIVIDUAL,Good Loan
1026,2011, 36 months,INDIVIDUAL,Good Loan
1027,2011, 60 months,INDIVIDUAL,Bad Loan
1028,2011, 60 months,INDIVIDUAL,Good Loan
1029,2011, 60 months,INDIVIDUAL,Good Loan
1030,2011, 36 months,INDIVIDUAL,Good Loan
1031,2011, 60 months,INDIVIDUAL,Bad Loan
1032,2011, 60 months,INDIVIDUAL,Good Loan
1033,2011, 36 months,INDIVIDUAL,Good Loan
1034,2011, 60 months,INDIVIDUAL,Good Loan
1035,2011, 60 months,INDIVIDUAL,Good Loan
1036,2011, 60 months,INDIVIDUAL,Good Loan
1037,2011, 36 months,INDIVIDUAL,Good Loan
1038,2011, 36 months,INDIVIDUAL,Good Loan
1039,2011, 36 months,INDIVIDUAL,Good Loan
1040,2011, 60 months,INDIVIDUAL,Bad Loan
1041,2011, 36 months,INDIVIDUAL,Good Loan
1042,2011, 60 months,INDIVIDUAL,Good Loan
1043,2011, 36 months,INDIVIDUAL,Good Loan
1044,2011, 36 months,INDIVIDUAL,Good Loan
1045,2011, 60 months,INDIVIDUAL,Good Loan
1046,2011, 60 months,INDIVIDUAL,Good Loan
1047,2011, 60 months,INDIVIDUAL,Good Loan
1048,2011, 36 months,INDIVIDUAL,Good Loan
1049,2011, 36 months,INDIVIDUAL,Bad Loan
1050,2011, 36 months,INDIVIDUAL,Good Loan
1051,2011, 60 months,INDIVIDUAL,Bad Loan
1052,2011, 60 months,INDIVIDUAL,Good Loan
1053,2011, 36 months,INDIVIDUAL,Good Loan
1054,2011, 36 months,INDIVIDUAL,Good Loan
1055,2011, 60 months,INDIVIDUAL,Good Loan
1056,2011, 60 months,INDIVIDUAL,Good Loan
1057,2011, 60 months,INDIVIDUAL,Good Loan
1058,2011, 60 months,INDIVIDUAL,Good Loan
1059,2011, 36 months,INDIVIDUAL,Good Loan
1060,2011, 36 months,INDIVIDUAL,Good Loan
1061,2011, 36 months,INDIVIDUAL,Good Loan
1062,2011, 60 months,INDIVIDUAL,Bad Loan
1063,2011, 60 months,INDIVIDUAL,Good Loan
